,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,start_date,trips
2435,2019-09-02,22.7,16.7,28.3,0.0,0.0,,8.4,,1017.8,,2019-09-02,18934.0
2436,2019-09-03,23.1,20.0,27.2,4.3,0.0,219.0,20.0,,1011.6,,2019-09-03,13481.0
2437,2019-09-04,18.9,16.7,21.1,0.0,0.0,4.0,15.4,,1017.8,,2019-09-04,18383.0
2438,2019-09-05,18.4,13.9,21.1,0.0,0.0,,8.0,,1019.7,,2019-09-05,20129.0
2439,2019-09-06,20.4,18.3,23.9,0.0,0.0,304.0,17.5,,1013.4,,2019-09-06,17138.0
2440,2019-09-07,20.3,13.9,26.1,0.0,0.0,311.0,14.3,,1016.5,,2019-09-07,18704.0
2441,2019-09-08,18.5,16.7,19.4,1.3,0.0,90.0,14.1,,1018.8,,2019-09-08,10430.0
2442,2019-09-09,20.6,16.7,25.6,0.5,0.0,,11.2,,1020.1,,2019-09-09,17027.0
2443,2019-09-10,27.1,22.8,32.8,0.0,0.0,211.0,17.9,,1016.8,,2019-09-10,18278.0
2444,2019-09-11,27.6,21.1,32.8,0.8,0.0,215.0,15.3,,1017.2,,2019-09-11,18079.0
2445,2019-09-12,23.2,20.0,27.8,2.3,0.0,80.0,12.8,,,,2019-09-12,17715.0
2446,2019-09-13,22.8,16.7,26.1,17.3,0.0,,19.2,,1015.8,,2019-09-13,16447.0
2447,2019-09-14,21.2,14.4,27.2,0.0,0.0,223.0,12.6,,1020.9,,2019-09-14,20696.0
2448,2019-09-15,21.9,17.8,25.6,24.6,0.0,201.0,16.2,,,,2019-09-15,13371.0
2449,2019-09-16,21.6,19.4,24.4,0.0,0.0,,10.4,,1018.4,,2019-09-16,17615.0
2450,2019-09-17,21.6,18.9,26.1,0.0,0.0,,11.9,,1020.0,,2019-09-17,18969.0
2451,2019-09-18,23.0,17.8,28.3,0.0,0.0,156.0,13.6,,1018.6,,2019-09-18,19463.0
2452,2019-09-19,23.5,17.8,29.4,0.0,0.0,159.0,9.8,,1017.5,,2019-09-19,19532.0
2453,2019-09-20,25.0,20.6,30.0,0.8,0.0,,6.9,,1018.4,,2019-09-20,19849.0
2454,2019-09-21,24.2,21.7,27.2,18.5,0.0,203.0,18.8,,1017.2,,2019-09-21,14369.0
2455,2019-09-22,22.6,19.4,25.6,18.8,0.0,212.0,19.2,,1011.5,,2019-09-22,6901.0
2456,2019-09-23,19.9,16.7,23.9,0.0,0.0,290.0,15.8,,1014.4,,2019-09-23,18694.0
2457,2019-09-24,20.6,14.4,26.7,0.0,0.0,219.0,17.4,,1012.9,,2019-09-24,19718.0
2458,2019-09-25,21.5,18.3,26.7,0.0,0.0,245.0,21.2,,1007.0,,2019-09-25,18299.0
2459,2019-09-26,18.8,13.9,22.8,0.0,0.0,286.0,15.6,,1012.7,,2019-09-26,19256.0
2460,2019-09-27,18.5,15.6,21.7,56.4,0.0,195.0,18.6,,1008.3,,2019-09-27,9091.0
2461,2019-09-28,16.8,15.0,20.0,10.9,0.0,20.0,17.4,,1017.1,,2019-09-28,9362.0
2462,2019-09-29,18.3,16.7,20.6,25.1,0.0,91.0,14.9,,1020.2,,2019-09-29,8282.0
2463,2019-09-30,24.5,18.9,30.6,0.0,0.0,,12.7,,1015.4,,2019-09-30,18256.0
2464,2019-10-01,26.7,22.2,31.1,0.0,0.0,218.0,16.0,,1012.1,,2019-10-01,18425.0
2465,2019-10-02,18.2,15.6,27.2,14.5,0.0,,14.4,,1012.0,,2019-10-02,9882.0
2466,2019-10-03,16.8,10.6,21.1,4.6,0.0,,16.1,,1016.9,,2019-10-03,15647.0
2467,2019-10-04,12.3,8.9,15.0,0.0,0.0,24.0,17.8,,1027.4,,2019-10-04,14570.0
2468,2019-10-05,13.7,9.4,18.3,10.7,0.0,144.0,15.8,,1019.1,,2019-10-05,10452.0
2469,2019-10-06,15.7,10.6,20.6,0.0,0.0,260.0,15.7,,1017.7,,2019-10-06,13396.0
2470,2019-10-07,15.6,8.9,21.7,0.0,0.0,,10.8,,1021.4,,2019-10-07,17256.0
2471,2019-10-08,15.6,8.9,21.7,0.0,0.0,,7.4,,1022.2,,2019-10-08,17537.0
2472,2019-10-09,16.6,11.7,22.2,0.0,0.0,132.0,13.6,,1020.1,,2019-10-09,17226.0
2473,2019-10-10,17.9,12.2,21.7,1.8,0.0,141.0,13.8,,,,2019-10-10,15795.0
2474,2019-10-11,13.0,3.9,20.0,12.2,0.0,224.0,22.3,,,,2019-10-11,8016.0
2475,2019-10-12,7.6,2.8,12.8,0.0,0.0,225.0,27.0,,1014.7,,2019-10-12,8702.0
2476,2019-10-13,8.6,3.3,13.3,0.0,0.0,262.0,20.6,,1011.4,,2019-10-13,10533.0
2477,2019-10-14,8.3,3.9,12.8,0.0,0.0,252.0,12.4,,1017.8,,2019-10-14,13785.0
2478,2019-10-15,11.6,5.6,18.9,0.8,0.0,185.0,18.3,,1011.2,,2019-10-15,13297.0
2479,2019-10-16,9.1,6.1,11.7,0.0,0.0,301.0,22.2,,1012.7,,2019-10-16,12886.0
2480,2019-10-17,8.5,5.0,13.3,0.0,0.0,319.0,9.4,,1017.1,,2019-10-17,13635.0
2481,2019-10-18,10.1,3.9,15.6,0.0,0.0,,9.7,,1016.7,,2019-10-18,14096.0
2482,2019-10-19,14.3,7.8,21.1,0.0,0.0,180.0,13.8,,1009.5,,2019-10-19,13953.0
2483,2019-10-20,12.7,10.0,15.6,0.0,0.0,,11.2,,1011.6,,2019-10-20,10419.0
2484,2019-10-21,15.0,11.1,20.0,2.0,0.0,165.0,25.5,,1001.9,,2019-10-21,11757.0
2485,2019-10-22,10.0,7.2,11.1,0.3,0.0,238.0,28.5,,1003.3,,2019-10-22,11011.0
2486,2019-10-23,10.1,4.4,15.6,0.3,0.0,,14.5,,1013.0,,2019-10-23,13011.0
2487,2019-10-24,8.5,5.6,10.6,0.0,0.0,,10.2,,1024.1,,2019-10-24,12390.0
2488,2019-10-25,,5.0,10.0,0.0,0.0,,,,,,2019-10-25,11910.0
2489,2019-10-26,7.6,3.9,10.6,87.6,0.0,73.0,18.5,,1012.3,,2019-10-26,3326.0
2490,2019-10-27,10.7,6.7,15.0,1.8,0.0,248.0,18.4,,1009.7,,2019-10-27,9422.0
2491,2019-10-28,8.7,5.0,11.1,0.0,0.0,282.0,7.6,,,,2019-10-28,11780.0
2492,2019-10-29,4.8,2.8,8.9,4.8,0.0,,13.6,,,,2019-10-29,9876.0
2493,2019-10-30,3.9,0.6,5.6,27.2,25.0,,17.8,,1022.0,,2019-10-30,4335.0
2494,2019-10-31,0.8,-3.3,3.3,8.6,51.0,318.0,26.3,,,,2019-10-31,3460.0
2495,2019-11-01,1.5,-3.9,7.8,0.0,0.0,222.0,16.3,,1022.9,,2019-11-01,7312.0
2496,2019-11-02,4.0,0.6,7.2,0.0,0.0,261.0,18.5,,1020.9,,2019-11-02,5271.0
2497,2019-11-03,5.8,-0.6,12.2,0.0,0.0,205.0,15.6,,1019.0,,2019-11-03,6096.0
2498,2019-11-04,8.4,3.9,12.2,0.0,0.0,248.0,17.1,,1015.1,,2019-11-04,11067.0
2499,2019-11-05,2.9,-0.6,5.6,0.0,0.0,276.0,16.0,,1025.5,,2019-11-05,10013.0
2500,2019-11-06,5.1,-0.6,14.4,0.0,0.0,225.0,19.3,,,,2019-11-06,9571.0
2501,2019-11-07,-2.3,-6.1,0.6,0.0,0.0,332.0,20.8,,1031.5,,2019-11-07,7506.0
2502,2019-11-08,-3.7,-8.3,0.6,0.0,0.0,263.0,13.0,,1031.5,,2019-11-08,6772.0
2503,2019-11-09,3.4,-2.2,8.9,0.0,0.0,216.0,17.7,,1016.5,,2019-11-09,5396.0
2504,2019-11-10,5.0,2.2,6.7,0.8,0.0,348.0,14.0,,1016.8,,2019-11-10,4648.0
2505,2019-11-11,-3.2,-10.0,2.8,6.9,51.0,344.0,27.0,,1025.2,,2019-11-11,2174.0
2506,2019-11-12,-10.1,-12.8,-7.2,0.0,51.0,297.0,18.0,,1033.1,,2019-11-12,3471.0
2507,2019-11-13,-6.6,-10.6,-2.2,0.0,51.0,196.0,20.2,,1024.3,,2019-11-13,4139.0
2508,2019-11-14,-2.0,-3.9,0.6,0.0,51.0,268.0,12.8,,1024.6,,2019-11-14,5539.0
2509,2019-11-15,-1.2,-5.6,3.3,0.0,25.0,,8.9,,1029.2,,2019-11-15,6137.0
2510,2019-11-16,1.6,-1.7,5.6,0.0,0.0,114.0,11.0,,1028.7,,2019-11-16,4260.0
2511,2019-11-17,1.7,-1.7,5.6,0.3,0.0,171.0,10.8,,1016.9,,2019-11-17,3507.0
2512,2019-11-18,3.2,2.2,5.6,0.0,0.0,259.0,10.6,,1009.2,,2019-11-18,7795.0
2513,2019-11-19,3.9,2.2,5.0,1.0,0.0,,6.5,,,,2019-11-19,7456.0
2514,2019-11-20,6.3,3.9,9.4,0.0,0.0,,10.3,,1020.8,,2019-11-20,9205.0
2515,2019-11-21,8.6,4.4,13.3,13.0,0.0,229.0,26.7,,1011.2,,2019-11-21,6717.0
2516,2019-11-22,1.5,-1.7,4.4,0.0,0.0,,12.2,,1021.1,,2019-11-22,7612.0
2517,2019-11-23,0.6,-2.8,5.0,0.0,0.0,,10.7,,1011.6,,2019-11-23,4434.0
2518,2019-11-24,5.7,0.6,10.0,0.0,0.0,232.0,16.7,,1005.2,,2019-11-24,5041.0
2519,2019-11-25,7.1,3.3,12.8,0.0,0.0,217.0,11.9,,1003.6,,2019-11-25,9074.0
2520,2019-11-26,5.9,0.6,12.2,10.2,0.0,,11.1,,1007.2,,2019-11-26,6437.0
2521,2019-11-27,6.3,1.1,13.9,3.0,0.0,255.0,36.7,,1004.8,,2019-11-27,4340.0
2522,2019-11-28,1.9,0.0,3.9,0.0,0.0,344.0,14.2,,1031.8,,2019-11-28,1575.0
2523,2019-11-29,3.2,1.7,4.4,0.5,0.0,41.0,9.5,,1027.0,,2019-11-29,3073.0
2524,2019-11-30,3.7,2.2,5.0,7.6,0.0,115.0,21.3,,1009.4,,2019-11-30,1538.0
2525,2019-12-01,4.0,0.6,6.1,2.5,0.0,265.0,18.6,,997.5,,2019-12-01,1887.0
2526,2019-12-02,0.5,-0.6,3.3,0.0,0.0,313.0,18.2,,1016.1,,2019-12-02,6964.0
2527,2019-12-03,1.4,-1.1,4.4,0.0,0.0,229.0,20.1,,1008.7,,2019-12-03,7684.0
2528,2019-12-04,3.0,0.0,6.7,0.0,0.0,285.0,19.8,,1007.0,,2019-12-04,8200.0
2529,2019-12-05,3.5,-2.2,7.8,0.0,0.0,,9.8,,1016.1,,2019-12-05,8788.0
2530,2019-12-06,2.5,-2.8,6.1,0.0,0.0,10.0,16.4,,1023.9,,2019-12-06,7221.0
2531,2019-12-07,0.5,-3.9,3.9,0.0,0.0,,12.7,,1027.6,,2019-12-07,4162.0
2532,2019-12-08,5.7,1.7,8.9,0.0,0.0,199.0,17.6,,1013.8,,2019-12-08,3975.0
2533,2019-12-09,6.4,-3.9,9.4,0.5,0.0,239.0,22.2,,,,2019-12-09,6948.0
2534,2019-12-10,-6.6,-9.4,-3.9,0.0,0.0,270.0,22.5,,1021.8,,2019-12-10,5388.0
2535,2019-12-11,-6.7,-10.0,-3.9,0.0,0.0,244.0,14.5,,1031.8,,2019-12-11,4862.0
2536,2019-12-12,1.1,-6.7,7.8,0.0,0.0,183.0,20.5,,1025.1,,2019-12-12,6628.0
2537,2019-12-13,4.0,1.1,7.2,0.0,0.0,,8.9,,1013.5,,2019-12-13,7485.0
2538,2019-12-14,0.1,-3.3,2.2,0.0,0.0,,13.5,,1008.5,,2019-12-14,3511.0
2539,2019-12-15,-4.2,-6.7,-2.8,0.3,0.0,251.0,11.4,,1019.7,,2019-12-15,2645.0
2540,2019-12-16,-1.9,-3.9,-0.6,0.3,0.0,352.0,12.6,,1022.3,,2019-12-16,5765.0
2541,2019-12-17,-3.3,-6.7,-0.6,0.0,0.0,290.0,20.0,,1020.6,,2019-12-17,5973.0
2542,2019-12-18,-6.9,-10.6,-1.7,0.0,0.0,,16.1,,1026.7,,2019-12-18,4762.0
2543,2019-12-19,-2.9,-8.9,2.8,0.0,0.0,204.0,15.7,,1026.9,,2019-12-19,5691.0
2544,2019-12-20,0.3,-4.4,5.0,0.0,0.0,,8.1,,1030.7,,2019-12-20,5778.0
2545,2019-12-21,4.1,0.0,9.4,0.0,0.0,208.0,14.1,,1027.7,,2019-12-21,3851.0
2546,2019-12-22,5.0,0.0,11.7,0.0,0.0,210.0,14.6,,1023.6,,2019-12-22,3953.0
2547,2019-12-23,6.0,2.2,11.7,0.0,0.0,224.0,12.6,,1019.1,,2019-12-23,5540.0
2548,2019-12-24,5.7,-2.2,12.8,0.0,0.0,,10.6,,,,2019-12-24,3062.0
2549,2019-12-25,10.2,4.4,16.1,0.0,0.0,201.0,15.5,,1012.4,,2019-12-25,2420.0
2550,2019-12-26,12.3,4.4,16.7,0.0,0.0,233.0,17.7,,1014.2,,2019-12-26,5801.0
2551,2019-12-27,1.9,-1.1,4.4,0.0,0.0,,14.3,,1024.1,,2019-12-27,3981.0
2552,2019-12-28,4.2,-1.1,10.6,4.1,0.0,,13.2,,1020.0,,2019-12-28,2768.0
2553,2019-12-29,12.8,8.9,14.4,21.6,0.0,185.0,19.1,,1002.3,,2019-12-29,3902.0
2554,2019-12-30,1.2,-2.2,8.9,2.0,0.0,248.0,30.6,,,,2019-12-30,3308.0
2555,2019-12-31,-2.5,-3.3,-1.1,1.5,25.0,270.0,28.0,,,,2019-12-31,2189.0
